sample_id,220090_at,226067_at,205900_at,230835_at,226147_s_at,204623_at,223720_at,229659_s_at,202018_s_at,212768_s_at,213432_at,207802_at,205979_at,224328_s_at,206642_at,1560712_at,220267_at,217022_s_at,220620_at,213240_s_at,group
GSM1551411,1.681397186,1.631051996,1.500021537,1.744645398,3.015436476,2.326378283,2.568667856,3.050808708,4.724439039,3.002094499,2.406663023,3.331107371,2.650306561,4.157909327,2.612260926,2.933530557,3.734082505,8.16385146,0.722612979,2.164838994,Cancer
GSM1551412,14.10359557,1.646846521,13.97982847,15.19911167,3.403352902,2.357813971,12.31641345,3.615736023,2.135447299,15.85147658,2.427675728,4.427713203,2.707654228,7.448136764,12.43837575,13.51723215,11.82137163,9.082158655,6.125851289,14.69413339,Cancer
GSM1551413,14.17930357,1.663220822,14.797454,15.46031598,3.64866145,1.911656588,13.51478802,3.781958177,2.14993883,15.20709782,2.474593604,12.26695134,2.800991681,14.56511589,12.32559512,13.55199784,7.574450469,10.54703967,9.57645699,14.32445111,Cancer
GSM1551414,1.678012466,1.626353297,1.937726523,14.00629886,3.010638697,2.311441083,3.156343765,3.071919054,2.056583926,3.946218218,2.406898518,3.378534566,2.6503703,8.681429065,2.402237208,3.865491156,12.32380433,15.1795889,8.396809813,7.586692257,Cancer
GSM1551415,4.725240874,1.699274847,1.529492879,2.465400155,7.211928972,3.825582866,7.686516868,4.220189289,2.203747693,6.261066097,2.556980048,3.902768164,3.425927773,4.468383389,2.608398522,7.25337745,8.188402071,11.67912075,1.854215556,13.25166159,Cancer
GSM1551416,1.724235199,1.6442515,12.8249616,5.106384147,3.004620734,2.37022477,5.119035829,3.407924183,8.917142883,5.142277905,2.436812883,3.543768513,2.734764609,7.974484642,11.80909352,3.390227364,4.200752395,1.552434003,5.199215098,5.896402225,Cancer
GSM1551417,1.450126504,1.612580994,1.673779737,2.356929649,4.28508473,1.856339069,1.904783117,6.080370148,8.066010314,4.371087388,2.030449696,3.298946506,3.820833733,2.891507571,2.859581764,2.564345836,4.140338142,13.52885132,1.742609308,11.19053063,Cancer
GSM1551418,1.77441095,2.167519237,2.199530479,2.677896775,12.13315849,4.377376111,2.664176151,11.62140559,2.089264506,6.611384366,2.071498606,3.21276431,3.765487666,3.66813886,2.480314381,2.687354373,3.922148525,14.92824549,1.294373401,13.53213814,Cancer
GSM1551419,1.808009066,1.681275475,1.861917648,2.319376838,3.135526691,1.833430147,2.005470262,3.442594798,2.317352388,4.382822652,2.112308329,3.768241347,2.827890208,3.173404457,3.0639208,3.576741305,4.486712947,1.517660432,2.765759003,2.697788386,Cancer
GSM1551420,1.542470091,1.684817025,7.423086964,11.27438416,2.191173146,2.154350956,6.246805221,3.091092839,2.321776644,7.832767162,2.117653123,3.962599216,2.88054952,9.852441235,3.130098681,3.634926252,4.887177904,9.891417143,2.576030856,2.366601255,Cancer
GSM1551421,1.581983695,1.660966849,13.65970499,13.42935006,2.097456718,1.788231214,2.324337253,3.280648282,2.743046586,6.698627654,2.11910843,3.561803849,2.775257672,3.012229576,10.30867404,2.737136161,4.235128328,14.90249802,1.846317349,14.80713744,Cancer
GSM1551422,1.499834436,1.631926536,5.500228869,5.105267574,2.070149819,2.02018606,2.293676099,3.064787081,2.303246265,4.243714806,2.090750909,3.325894468,2.635551182,3.065221998,3.075533691,2.598544107,6.000003054,7.483818789,1.765308564,2.769715235,Cancer
GSM1551423,1.473782435,1.638193458,7.829190157,2.966732295,2.077741729,3.554124616,2.2985462,3.138516514,9.454598128,16.40009038,2.068481472,3.503728181,2.680198882,3.011563004,2.929871482,2.645908115,3.52854745,10.35123741,1.75993631,11.15449484,Cancer
GSM1551424,13.51379557,1.59460527,1.644270718,9.041990717,2.036221672,1.809638801,10.79844535,3.048234674,2.23688296,4.1652553,1.907001819,3.345885742,2.573251299,3.843845015,2.536233728,12.68937684,11.02008897,6.333886728,8.357912583,10.99525074,Cancer
GSM1551425,1.502703445,12.01539029,1.761322497,2.390617076,9.752195416,8.031341533,2.324722294,9.116190433,5.283399343,4.375989666,9.162347884,8.219878188,11.40894073,3.012726499,2.997781872,2.783712487,4.177056203,11.39239869,1.783734765,9.446606753,Cancer
GSM1551426,5.147030442,1.619900699,10.08666595,8.44210858,1.757039394,1.789263648,8.217394557,3.062699486,2.300257735,13.02801222,2.035722142,3.411191397,2.63277833,7.952431852,9.293217491,6.625503741,11.94376441,13.26410756,7.303066823,14.65122457,Cancer
GSM1551427,1.472380115,1.62277545,1.988990282,6.47847632,2.052447806,2.133439065,1.91110829,3.007939174,3.940125662,15.86993097,1.855797484,3.305522141,2.528808775,2.978047343,2.851970475,2.56080844,3.755590058,12.02840219,1.748656089,13.95406752,Cancer
GSM1551428,1.480068044,1.644495382,1.686818126,2.372501128,3.631271011,1.85977966,1.949363862,3.706316437,2.280273936,16.13739569,2.07082245,3.439562321,10.49166069,2.854268574,2.945613312,2.686035414,3.494981635,9.104854864,1.769015533,2.287274674,Cancer
GSM1551429,1.462098247,1.626101654,1.850588182,2.947241635,2.071483693,1.610475812,1.924620886,3.095859159,2.29572226,4.269378495,2.045987304,4.658553755,7.991883199,4.449073369,2.921463649,2.61926264,3.86260433,10.66531851,1.757362202,2.628891944,Cancer
GSM1551430,1.473633326,1.633012844,14.31276479,11.89770498,2.084081567,1.853514214,2.297083772,3.152063383,3.984244901,4.306405649,2.062849599,3.423176013,2.687386844,4.39171461,12.69561548,5.399002505,10.32790846,12.93869828,1.760405299,13.56975081,Cancer
GSM1551431,1.530447773,1.643908393,1.806383679,5.023717331,2.104661614,2.562858286,10.55804171,3.20042857,2.328909702,2.735400101,2.083835821,3.478390972,10.52452625,3.030947604,5.631017735,5.54026268,4.131823158,3.757336693,1.775016275,2.290882727,Cancer
GSM1551432,8.276546714,1.623492338,12.86479017,13.76154571,2.079116549,1.838344256,6.535626601,3.187833122,2.303355522,8.564109994,2.060151557,3.401703419,2.67123136,11.36359217,9.12929679,9.247736566,11.09084646,13.79205824,9.605889702,9.055438747,Cancer
GSM1551433,1.515516094,1.648183968,4.381195841,2.358149891,3.652676051,4.008963421,2.309159484,3.223714743,12.82986536,4.282399208,2.066586045,3.356129952,2.66654714,2.99869676,2.918252589,2.687989684,3.938771715,15.13696989,1.770279155,9.129260491,Cancer
GSM1551434,1.516954792,1.64400711,13.34529636,13.74648546,2.105112321,1.846298798,2.310301637,3.201368208,9.914436114,4.332931263,2.074067429,3.480224192,2.717427853,4.214802701,11.32057771,4.21770885,10.96972706,12.42860361,1.794822631,7.813843818,Cancer
GSM1551435,1.547818021,1.677592238,13.34856228,2.379057333,3.095459511,2.36003402,2.340684296,3.38979129,12.56348224,16.24042177,2.160319011,10.44883621,7.03955887,3.027788934,6.296378318,2.909363742,3.983841783,13.57408336,1.788307796,5.775782241,Cancer
GSM1551436,1.540752081,1.647845723,1.688660184,8.606255803,2.086589441,1.761344002,2.310124744,3.191286591,10.03865106,9.366748907,2.023450489,3.461823406,2.727053517,3.112932525,2.964900681,2.998643653,7.030763383,12.80005502,1.775755973,2.300334924,Cancer
GSM1551437,4.303080175,9.498431833,1.924281994,7.779497231,10.45747191,10.03010563,2.644135375,12.12096857,10.31955117,13.67068933,8.022905692,7.182072263,7.721876496,3.618340345,2.442282148,3.970240557,4.093639607,14.59031626,2.750372323,5.693376393,Cancer
GSM1551438,1.508428996,1.638020976,8.882981846,5.803371613,2.109106799,1.74889286,1.955321397,3.208315646,2.284196879,4.353030124,2.072171906,3.496930148,2.708154769,3.06280584,2.94730758,3.175408589,4.21115831,9.759173459,1.761334662,10.34627077,Cancer
